run_id,model_name,params,model_path,metrics_path,accuracy,macro_f1,weighted_f1,normal_precision,normal_recall,normal_f1,dos_precision,dos_recall,dos_f1,probe_precision,probe_recall,probe_f1,r2l_precision,r2l_recall,r2l_f1,u2r_precision,u2r_recall,u2r_f1
20260904_115646_decision_tree,decision_tree,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": 8, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100, ""random_state"": 42}",C:\Users\naija\Coding\network-intrusion-detection-system\models\20260904_115646_decision_tree.joblib,C:\Users\naija\Coding\network-intrusion-detection-system\reports\20260904_115646_decision_tree_metrics.json,0.7488910574875799,0.5355265827461297,0.731453638619898,0.7046351466377776,0.937699516012769,0.8046302023504462,0.9706760316066725,0.7410187667560322,0.8404408969973394,0.7485943775100402,0.7699297810821975,0.7591121971085318,0.46780551905387646,0.12339688041594454,0.19528250137136588,0.04296296296296296,0.43283582089552236,0.07816711590296496
